name	chrom	txStart	txEnd	name2	Duplicate
NM_144607	chr17	7761063	7765600	CYB5D1	0
NM_001005273	chr17	7792168	7816075	CHD3	0
NR_003000	chr17	7809440	7809578	SCARNA21	0
NR_024349	chr17	7816639	7819265	LOC284023	0
NM_004732	chr17	7825176	7832753	KCNAB3	0
NM_001166621	chr17	7833662	7835317	TRAPPC1	0
NM_001037144	chr17	7835441	7853237	CNTROB	0
NM_000180	chr17	7905987	7923658	GUCY2D	0
NM_001141	chr17	7942357	7952451	ALOX15B	0
NM_001139	chr17	7975953	7991021	ALOX12B	0
NR_036201	chr17	7991373	7991465	MIR4314	0
NM_001165960	chr17	7999217	8022234	ALOXE3	0
NM_001165967	chr17	8023907	8027410	HES7	0
NM_002616	chr17	8043787	8055753	PER1	0
NR_106943	chr17	8048311	8048389	MIR6883	0
NM_014232	chr17	8062464	8066293	VAMP2	0
NM_032354	chr17	8076296	8079714	TMEM107	0
NR_039746	chr17	8090262	8090322	MIR4521	0
NM_017622	chr17	8091650	8093564	C17orf59	0
NM_004217	chr17	8108048	8113944	AURKB	0
NR_026951	chr17	8123947	8127361	LINC00324	0
NR_046431	chr17	8128138	8151413	CTC1	0
NM_012393	chr17	8152595	8173809	PFAS	0
NM_201520	chr17	8191081	8198170	SLC25A35	0
NM_001177802	chr17	8191968	8193409	RANGRF	0
NM_025014	chr17	8214139	8225834	ARHGEF15	0
NM_153007	chr17	8243187	8249363	ODF4	0
NR_024447	chr17	8261730	8263859	LOC100128288	0
NM_213597	chr17	8271972	8274858	KRBA2	0
NM_000987	chr17	8280833	8286565	RPL26	0
NM_001146684	chr17	8294022	8301144	RNF222	0
NM_001025579	chr17	8339169	8371495	NDEL1	0
NM_001256095	chr17	8377522	8534079	MYH10	0
NM_144681	chr17	8633245	8648154	CCDC42	0
NM_001128076	chr17	8656423	8661877	SPDYE4	0
NM_152599	chr17	8700427	8702667	MFSD6L	0
NR_110865	chr17	8706040	8770994	PIK3R6	0
NM_014308	chr17	8782232	8815834	PIK3R5	0
NM_004822	chr17	8924858	9147317	NTN1	0
NR_110828	chr17	9074384	9082435	LOC101928266	0
NM_004853	chr17	9153787	9479275	STX8	0
NM_145054	chr17	9479943	9546776	WDR16	0
NM_153210	chr17	9548853	9633003	USP43	0
NM_001105571	chr17	9674750	9694614	DHRS7C	0
NM_004246	chr17	9729380	9793022	GLP2R	0
NM_002903	chr17	9801026	9808684	RCVRN	0
NM_001130831	chr17	9813925	9929623	GAS7	0
NM_003802	chr17	10204182	10276322	MYH13	0
NM_002472	chr17	10293641	10325267	MYH8	0
NM_017533	chr17	10346607	10372876	MYH4	0
NM_005963	chr17	10395626	10421859	MYH1	0
NM_001100112	chr17	10424464	10452940	MYH2	0
NM_002470	chr17	10531842	10560626	MYH3	0
NM_004589	chr17	10583648	10600885	SCO1	0
NM_020233	chr17	10600926	10614875	ADPRM	0
NM_001004313	chr17	10616638	10633646	TMEM220	0
NR_049723	chr17	10619259	10619899	MAGOH2	0
NR_073455	chr17	10633093	10670369	TMEM220-AS1	0
NR_036581	chr17	10698229	10707416	LINC00675	0
NM_001101387	chr17	10725791	10741418	PIRT	0
NM_001173461	chr17	11144739	11467380	SHISA6	0
NM_004662	chr17	11786218	11873065	DNAH9	0
NM_144680	chr17	11880761	11900689	ZNF18	0
NM_003010	chr17	11924134	12047148	MAP2K4	0
NR_030613	chr17	11985215	11985313	MIR744	0
NR_034144	chr17	12453284	12540504	LINC00670	0
NM_001146312	chr17	12569206	12672265	MYOCD	0
NR_104605	chr17	12575178	12609452	LOC101928418	0
NR_104607	chr17	12663450	12693601	LOC100128006	0
NM_014859	chr17	12692828	12894960	ARHGAP44	0
NM_173717	chr17	12894928	12921381	ELAC2	0
NM_006042	chr17	13399005	13505244	HS3ST3A1	0
NR_003261	chr17	13927814	13928915	CDRT15P1	0
NR_049718	chr17	13932608	13972775	COX10-AS1	0
NM_001303	chr17	13972718	14111996	COX10	0
NM_001007530	chr17	14139172	14140150	CDRT15	0
NM_006041	chr17	14204505	14249492	HS3ST3B1	0
NR_026880	chr17	14207056	14209062	MGC12916	0
NR_033371	chr17	14934291	14935274	CDRT7	0
NR_103559	chr17	15008301	15009504	CDRT8	0
NM_001281455	chr17	15133093	15165906	PMP22	0
NR_039884	chr17	15154943	15155013	MIR4731	0
NM_031898	chr17	15207128	15244958	TEKT3	0
NM_001204477	chr17	15339331	15370925	CDRT4	0
NM_001204478	chr17	15339331	15466945	TVP23C-CDRT4	0
NM_145301	chr17	15405577	15466945	TVP23C	0
NM_001282540	chr17	15468795	15523018	CDRT1	0
NM_006470	chr17	15531279	15586193	TRIM16	0
NM_001288642	chr17	15602890	15624100	ZNF286A	0
NM_178571	chr17	15635590	15648098	TBC1D26	0
NR_033865	chr17	15668016	15669003	CDRT15P2	0
NR_002211	chr17	15690163	15693019	MEIS3P1	0
NR_110839	chr17	15709555	15721056	LOC101928567	0
NM_000676	chr17	15848230	15879210	ADORA2B	0
NM_001042697	chr17	15879874	15903006	ZSWIM7	0
NM_001271420	chr17	15902693	15932723	TTC19	0
NM_001190438	chr17	15994883	16097953	NCOR1	0
NM_004278	chr17	16120508	16229573	PIGL	0
NR_031698	chr17	16185327	16185402	MIR1288	0
NM_181716	chr17	16245847	16256812	CENPV	0
NM_001281716	chr17	16284106	16286059	UBB	0
NM_016113	chr17	16318855	16340317	TRPV2	0
NR_027158	chr17	16342300	16345340	LRRC75A-AS1	0
NR_003043	chr17	16342822	16342870	SNORD49B	0
NR_002744	chr17	16343349	16343420	SNORD49A	0
NR_003054	chr17	16344539	16344612	SNORD65	0
NM_207387	chr17	16345318	16395505	LRRC75A	0
NM_020653	chr17	16453630	16472520	ZNF287	0
NM_020787	chr17	16524047	16557167	ZNF624	0
NM_014695	chr17	16593638	16678311	CCDC144A	0
NR_003190	chr17	16690205	16707819	USP32P1	0
NR_026810	chr17	16692056	16693815	FAM106CP	0
NR_029392	chr17	16733796	16736147	KRT16P2	0
NM_012452	chr17	16842397	16875402	TNFRSF13B	0
NM_201274	chr17	16946073	17095962	MPRIP	0
NM_178836	chr17	17104308	17109646	PLD6	0
NM_144997	chr17	17115526	17140502	FLCN	0
NM_003653	chr17	17149937	17184617	COPS3	0
NM_020201	chr17	17206679	17250977	NT5M	0
NM_001243312	chr17	17322657	17326728	SMCR9	0
NM_018019	chr17	17380299	17396534	MED9	0
NM_001199989	chr17	17397752	17399709	RASD1	0
NM_007169	chr17	17408876	17485745	PEMT	0
NM_030665	chr17	17584786	17714765	RAI1	0
NR_024007	chr17	17679999	17682843	SMCR5	0
NM_001005291	chr17	17714662	17740325	SREBF1	0
NR_106835	chr17	17716793	17716859	MIR6777	0
NR_030361	chr17	17717149	17717245	MIR33B	0
NM_001288789	chr17	17746821	17875784	TOM1L2	0
NM_001130090	chr17	17876126	17920189	LRRC48	0
NM_145691	chr17	17921333	17942480	ATPAF2	0
NM_024052	chr17	17942610	17971718	GID4	0
NM_001388	chr17	17991180	18011299	DRG2	0
NM_016239	chr17	18012019	18083116	MYO15A	0
NM_017758	chr17	18086866	18113267	ALKBH5	0
NM_004140	chr17	18128935	18148188	LLGL1	0
NM_001256264	chr17	18148130	18161870	FLII	0
NM_139162	chr17	18163847	18169095	MIEF2	0
NM_004618	chr17	18177234	18218321	TOP3A	0
NM_144775	chr17	18218593	18231370	SMCR8	0
NM_001281786	chr17	18231173	18266877	SHMT1	0
NR_106836	chr17	18244127	18244200	MIR6778	0
NM_001145127	chr17	18281078	18292960	EVPLL	0
NR_104343	chr17	18314472	18317702	FLJ35934	0
NR_001443	chr17	18325494	18328647	LOC339240	0
NR_073414	chr17	18343221	18346208	KRT16P1	0
NM_001040078	chr17	18380098	18398259	LGALS9C	0
NR_003554	chr17	18414575	18424566	USP32P2	0
NR_026809	chr17	18427879	18430160	FAM106A	0
NR_036647	chr17	18441114	18528930	CCDC144B	0
NM_001039397	chr17	18538841	18547740	TBC1D28	0
NM_001145045	chr17	18561741	18585572	ZNF286B	0
NR_026718	chr17	18569235	18576494	FOXO3B	0
NM_001037330	chr17	18625401	18639431	TRIM16L	0
NR_051988	chr17	18647325	18682662	FBXW10	0
NM_016078	chr17	18684581	18710026	TVP23B	0
NM_001243941	chr17	18761380	18834599	PRPSAP2	0
NM_001282417	chr17	18853988	18924004	SLC5A10	0
NM_001039999	chr17	18874380	18908060	FAM83G	0
NM_006613	chr17	18923989	18950336	GRAP	0
NM_001129778	chr17	19030781	19062148	GRAPL	0
NM_148921	chr17	19140689	19240028	EPN2	0
NR_046824	chr17	19174705	19177701	EPN2-IT1	0
NR_048576	chr17	19199908	19209574	EPN2-AS1	0
NM_015681	chr17	19246482	19266046	B9D1	0
NR_031591	chr17	19247818	19247887	MIR1180	0
NM_139032	chr17	19281033	19286857	MAPK7	0
NM_002404	chr17	19286754	19290532	MFAP4	0
NM_007148	chr17	19314490	19320589	RNF112	0
NM_018242	chr17	19437166	19482346	SLC47A1	0
NR_003025	chr17	19460872	19461024	SNORA59A	0
NR_003022	chr17	19460872	19461024	SNORA59B	0
NM_001031806	chr17	19552063	19580904	ALDH3A2	0
NM_001256663	chr17	19581627	19620043	SLC47A2	0
NM_001135167	chr17	19641297	19648925	ALDH3A1	0
NM_001142610	chr17	19674142	19771239	ULK2	0
NM_007202	chr17	19807764	19881169	AKAP10	0
NM_001243438	chr17	20059306	20142743	SPECC1	0
NR_023380	chr17	20224486	20305504	CCDC144CP	0
NM_001042685	chr17	20353175	20370848	LGALS9B	0
NR_029393	chr17	20404826	20407811	KRT16P3	0
NM_001190790	chr17	20483036	20484224	CDRT15L2	0
NR_073509	chr17	20615758	20641178	LOC100287072	0
NM_001004306	chr17	20766707	20799453	CCDC144NL	0
NR_104185	chr17	20771745	20808543	LOC440416	0
NM_015276	chr17	20902905	20946352	USP22	0
NR_110896	chr17	20978868	20993926	HP08942	0
NM_015510	chr17	21030240	21095285	DHRS7B	0
NM_003876	chr17	21101262	21117908	TMEM11	0
NM_152914	chr17	21142183	21156578	C17orf103	0
NM_145109	chr17	21187967	21218551	MAP2K3	0
NM_021012	chr17	21279698	21323179	KCNJ12	0
NM_001194958	chr17	21308447	21320482	KCNJ18	0
NM_001113434	chr17	21431570	21454941	C17orf51	0
NR_028336	chr17	21825369	21826499	FAM27L	0
NR_027084	chr17	21904061	21913070	FLJ36000	0
NM_001190452	chr17	22022436	22023991	MTRNR2L1	0
NR_039748	chr17	25620935	25621022	MIR4522	0
NM_015626	chr17	25621105	25640645	WSB1	0
NR_033892	chr17	25745030	25758649	TBC1D3P5	0
NM_014238	chr17	25799035	25950718	KSR1	0
NM_002308	chr17	25958173	25976586	LGALS9	0
NM_000625	chr17	26083791	26127555	NOS2	0
NM_001076680	chr17	26205339	26220409	LYRM9	0
NM_016231	chr17	26369687	26523404	NLK	0
NR_003064	chr17	26553588	26555085	PYY2	0
NR_002181	chr17	26574469	26575315	PPY2	0
NR_028334	chr17	26603011	26634408	KRT18P55	0
NM_014573	chr17	26646120	26655711	TMEM97	0
NM_174887	chr17	26655350	26662515	IFT20	0
NM_021137	chr17	26662547	26674035	TNFAIP1	0
NM_015584	chr17	26673653	26684612	POLDIP2	0
NM_152464	chr17	26684686	26689089	TMEM199	0
NR_039875	chr17	26687676	26687757	MIR4723	0
NM_001080837	chr17	26691289	26692173	SEBOX	0
NM_000638	chr17	26694298	26697373	VTN	0
NM_015077	chr17	26698682	26728055	SARM1	0
NM_080669	chr17	26721660	26733230	SLC46A1	0
NM_003984	chr17	26800663	26824798	SLC13A2	0
NM_003593	chr17	26850958	26865175	FOXN1	0
NM_005148	chr17	26873724	26879646	UNC119	0
NM_033198	chr17	26880405	26898887	PIGS	0
NM_005165	chr17	26900132	26903951	ALDOC	0
NM_006461	chr17	26904582	26926056	SPAG5	0
NR_040012	chr17	26926150	26944395	SPAG5-AS1	0
NM_001174103	chr17	26934981	26941211	SGK494	0
NM_014680	chr17	26941457	26972177	KIAA0100	0
NM_006923	chr17	26975373	26989190	SDF2	0
NM_003170	chr17	26989301	27029249	SUPT6H	0
NM_152465	chr17	27030533	27038872	PROCA1	0
NM_001256276	chr17	27041298	27045286	RAB34	0
NM_001256281	chr17	27043010	27044908	NARR	0
NM_000984	chr17	27046999	27051374	RPL23A	0
NR_000013	chr17	27047567	27047634	SNORD42B	0
NR_000010	chr17	27049599	27049671	SNORD4A	0
NR_000014	chr17	27050446	27050509	SNORD42A	0
NR_000009	chr17	27050698	27050772	SNORD4B	0
NM_001160407	chr17	27051365	27053949	TLCD1	0
NM_178170	chr17	27055831	27069784	NEK8	0
NM_004295	chr17	27071022	27077976	TRAF4	0
NM_001288631	chr17	27082995	27169857	FAM222B	0
NM_005702	chr17	27182042	27188072	ERAL1	0
NR_029970	chr17	27188386	27188458	MIR451A	0
NR_039876	chr17	27188388	27188456	MIR451B	0
NR_029685	chr17	27188550	27188636	MIR144	0
NR_039885	chr17	27188672	27188748	MIR4732	0
NM_004475	chr17	27206356	27224715	FLOT2	0
NM_144683	chr17	27224798	27230089	DHRS13	0
NM_001290131	chr17	27236235	27278508	PHF12	0
NR_110803	chr17	27253292	27271766	LOC101927018	0
NM_001290202	chr17	27281946	27333458	SEZ6	0
NM_016518	chr17	27369917	27384236	PIPOX	0
NM_078471	chr17	27400527	27507407	MYO18A	0
NM_004740	chr17	27400538	27402627	TIAF1	0
NM_005208	chr17	27573874	27581502	CRYBA1	0
NM_020772	chr17	27582853	27621166	NUFIP2	0
NR_039749	chr17	27717679	27717748	MIR4523	0
NM_020791	chr17	27717942	27878921	TAOK1	0
NM_198147	chr17	27887688	27894042	ABHD15	0
NM_138349	chr17	27895738	27900175	TP53I13	0
NM_014030	chr17	27900486	27916610	GIT1	0
NM_152345	chr17	27920526	27941779	ANKRD13B	0
NM_032854	chr17	27941773	27948441	CORO6	0
NM_033389	chr17	27952956	28257058	SSH2	0
NR_026738	chr17	28268622	28401643	EFCAB5	0
NM_032141	chr17	28443824	28513493	NSRP1	0
NR_029945	chr17	28444096	28444190	MIR423	0
NR_036149	chr17	28444103	28444178	MIR3184	0
NM_001045	chr17	28521336	28562986	SLC6A4	0
NM_000386	chr17	28575212	28619184	BLMH	0
NM_206832	chr17	28643365	28661065	TMIGD1	0
NM_001304	chr17	28705941	28796675	CPD	0
NM_001007025	chr17	28804425	28853832	GOSR1	0
NM_015594	chr17	28886583	28890509	TBC1D29	0
NR_015341	chr17	28903482	28964484	LRRC37BP1	0
NR_033420	chr17	28951335	28953825	SH3GL1P2	0
NR_024187	chr17	29036625	29097068	SUZ12P1	0
NR_073118	chr17	29109701	29151778	CRLF3	0
NM_024857	chr17	29159022	29222295	ATAD5	0
NM_024683	chr17	29226000	29233286	TEFM	0
NM_018404	chr17	29248753	29286211	ADAP2	0
NM_001184992	chr17	29297955	29326929	RNF135	0
NR_002221	chr17	29302352	29303017	DPRXP4	0
NR_039886	chr17	29421367	29421443	MIR4733	0
NM_000267	chr17	29421944	29704695	NF1	0
NM_002544	chr17	29621667	29624380	OMG	0
NM_006495	chr17	29630787	29641130	EVI2B	0
NM_001003927	chr17	29643427	29648767	EVI2A	0
NM_032932	chr17	29718641	29865232	RAB11FIP4	0
NR_039877	chr17	29861900	29861989	MIR4724	0
NR_029710	chr17	29887014	29887102	MIR193A	0
NR_039878	chr17	29902287	29902377	MIR4725	0
NR_029856	chr17	29902429	29902540	MIR365B	0
NM_018405	chr17	30178883	30186326	COPRS	0
NM_018428	chr17	30190189	30228729	UTP6	0
NM_015355	chr17	30264043	30328057	SUZ12	0
NM_052888	chr17	30348154	30380519	LRRC37B	0
NR_033412	chr17	30367354	30369851	SH3GL1P1	0
NM_001288758	chr17	30469472	30552790	RHOT1	0
NR_002222	chr17	30477386	30478590	ARGFXP2	0
NM_138328	chr17	30593194	30651680	RHBDL3	0
NM_022344	chr17	30655459	30669228	C17orf75	0
NR_030362	chr17	30677127	30677221	MIR632	0
NM_001032293	chr17	30677156	30697468	ZNF207	0
NM_002815	chr17	30771480	30810337	PSMD11	0
NM_003885	chr17	30814104	30818271	CDK5R1	0
NM_015194	chr17	30819627	31203902	MYO1D	0
NM_001033504	chr17	31254927	31268667	TMEM98	0
NM_173847	chr17	31318881	31324892	SPACA3	0
NM_183377	chr17	31340105	31620006	ASIC2	0
NR_037584	chr17	31856805	31860779	AA06	0
NR_110748	chr17	32496394	32510651	LOC101927239	0
NM_002982	chr17	32582295	32584220	CCL2	0
NM_006273	chr17	32597234	32599261	CCL7	0
NM_002986	chr17	32612686	32615199	CCL11	0
NM_005623	chr17	32646065	32648421	CCL8	0
NM_005408	chr17	32683470	32685629	CCL13	0
NM_002981	chr17	32687346	32690252	CCL1	0
NM_207454	chr17	32901141	32906388	C17orf102	0
NM_207313	chr17	32907767	32966337	TMEM132E	0
NM_006584	chr17	33254877	33288528	CCT6B	0
NM_052857	chr17	33288548	33290205	ZNF830	0
NM_013975	chr17	33307516	33332088	LIG3	0
NR_037714	chr17	33336130	33448541	RAD51L3-RFFL	0
NR_037713	chr17	33336130	33416348	RFFL	0
NM_133629	chr17	33426810	33446888	RAD51D	0
NM_017559	chr17	33448630	33457751	FNDC8	0
NM_001014445	chr17	33458340	33469270	NLE1	0
NM_173167	chr17	33474835	33516364	UNC45B	0
NM_152462	chr17	33519538	33521412	SLC35G3	0
NM_144975	chr17	33570085	33594761	SLFN5	0
NM_152270	chr17	33677328	33700720	SLFN11	0
NM_001289009	chr17	33737940	33760195	SLFN12	0
NM_144682	chr17	33762114	33775856	SLFN13	0
NM_001195790	chr17	33801941	33814758	SLFN12L	0
NM_001129820	chr17	33875143	33885110	SLFN14	0
NR_003037	chr17	33900675	33900772	SNORD7	0
NM_000286	chr17	33901813	33905656	PEX12	0
NM_001282	chr17	33914281	34053436	AP2B1	0
NM_033315	chr17	34058678	34070540	RASL10B	0
NM_139285	chr17	34071529	34079897	GAS2L2	0
NM_145272	chr17	34087915	34092098	C17orf50	0
NM_032950	chr17	34092875	34122711	MMP28	0
NM_003487	chr17	34136458	34174246	TAF15	0
NM_152781	chr17	34181959	34195895	HEATR9	0
NM_002985	chr17	34198495	34207377	CCL5	0
NM_001034836	chr17	34249481	34257780	RDM1	0
NM_020426	chr17	34261522	34266560	LYZL6	0
NM_004590	chr17	34303534	34308523	CCL16	0
NM_032963	chr17	34310691	34313764	CCL14	0
NR_027921	chr17	34310691	34329084	CCL15-CCL14	0
NM_032965	chr17	34324617	34329084	CCL15	0
NM_005064	chr17	34340095	34345005	CCL23	0
NM_002988	chr17	34391642	34398841	CCL18	0
NM_002983	chr17	34415602	34417506	CCL3	0
NM_002984	chr17	34431219	34433014	CCL4	0
NM_021006	chr17	34623841	34625731	CCL3L1	0
NM_001001437	chr17	34623841	34625721	CCL3L3	0
NR_111970	chr17	34640030	34641846	CCL4L2	0
NM_001001435	chr17	34640033	34641840	CCL4L1	0
NM_001001417	chr17	34797171	34808092	TBC1D3B	0
NM_001040282	chr17	34797174	34808103	TBC1D3G	0
NR_104010	chr17	34842470	34851665	ZNHIT3	0
NM_001033580	chr17	34868916	34891305	MYO19	0
NM_178517	chr17	34891402	34895150	PIGW	0
NM_024835	chr17	34900736	34946276	GGNBP2	0
NM_024308	chr17	34948225	34957233	DHRS11	0
NM_024864	chr17	34958024	34965407	MRM1	0
NM_005568	chr17	35294771	35301915	LHX1	0
NM_012138	chr17	35306174	35414171	AATF	0
NR_036056	chr17	35391041	35391110	MIR2909	0
NM_198839	chr17	35441926	35766902	ACACA	0
NM_173625	chr17	35732984	35749662	C17orf78	0
NM_133439	chr17	35767311	35825757	TADA2A	0
NM_007026	chr17	35849950	35873588	DUSP14	0
NM_001163547	chr17	35874899	35969486	SYNRG	0
NM_007010	chr17	35969789	36003493	DDX52	0
NR_106744	chr17	35974975	35975084	MIR378J	0
NM_001165923	chr17	36046433	36105096	HNF1B	0
NR_024178	chr17	36202572	36244363	YWHAEP7	0
NM_001123391	chr17	36337527	36348621	TBC1D3	0
NM_001123392	chr17	36337654	36348623	TBC1D3H	0
NM_001291462	chr17	36337710	36348609	LOC101060321	0
NM_001291464	chr17	36337710	36348609	LOC101060351	0
NM_001291459	chr17	36337710	36348623	LOC101060376	0
NM_001291465	chr17	36337710	36348609	LOC101060389	0
NM_001291466	chr17	36337710	36348607	LOC102723859	0
NM_001291463	chr17	36337710	36348609	LOC102724862	0
NM_001001418	chr17	36337710	36348649	TBC1D3C	0
NM_032258	chr17	36337710	36348623	TBC1D3F	0
NR_036750	chr17	36351795	36413256	LOC440434	0
NM_001278279	chr17	36452988	36479101	MRPL45	0
NM_001004334	chr17	36481492	36499693	GPR179	0
NM_014598	chr17	36508006	36561846	SOCS7	0
NM_001199417	chr17	36584719	36668628	ARHGAP23	0
NM_025248	chr17	36686258	36762183	SRCIN1	0
NM_001130677	chr17	36827958	36831187	C17orf96	0
NR_039887	chr17	36858514	36858584	MIR4734	0
NM_005937	chr17	36861872	36886056	MLLT6	0
NR_039879	chr17	36875943	36876001	MIR4726	0
NM_001136498	chr17	36886509	36891858	CISD3	0
NM_007144	chr17	36890149	36904558	PCGF2	0
NR_104194	chr17	36908965	36920484	PSMB3	0
NM_003559	chr17	36921943	36956158	PIP4K2B	0
NR_073428	chr17	36956686	36981603	CWC25	0
NR_039880	chr17	36982090	36982145	MIR4727	0
NM_001080465	chr17	36991340	36997642	C17orf98	0
NM_000978	chr17	37006320	37010053	RPL23	0
NR_002576	chr17	37009115	37009248	SNORA21	0
NM_006148	chr17	37026111	37078023	LASP1	0
NR_106837	chr17	37071231	37071295	MIR6779	0
NR_038847	chr17	37081420	37085637	LINC00672	0
NM_001008777	chr17	37092684	37123655	FBXO47	0
NR_033753	chr17	37186158	37209458	LRRC37A11P	0
NR_036551	chr17	37213271	37237704	LOC100131347	0
NM_020405	chr17	37219555	37307902	PLXDC1	0
NM_001143968	chr17	37313146	37322414	ARL5C	0
NM_000723	chr17	37329708	37353956	CACNB1	0
NM_000981	chr17	37356535	37360980	RPL19	0
NM_198993	chr17	37366788	37382040	STAC2	0
NM_032875	chr17	37408896	37557909	FBXL20	0
NM_004774	chr17	37560537	37607527	MED1	0
NM_016507	chr17	37617763	37690818	CDK12	0
NM_006160	chr17	37760020	37764175	NEUROD2	0
NM_181505	chr17	37784750	37792878	PPP1R1B	0
NM_006804	chr17	37793332	37820454	STARD3	0
NM_003673	chr17	37821598	37822807	TCAP	0
NR_073461	chr17	37824233	37826728	PNMT	0
NM_033419	chr17	37827374	37844310	PGAP3	0
NM_001289938	chr17	37844336	37873910	ERBB2	0
NR_039881	chr17	37882747	37882814	MIR4728	0
NM_032339	chr17	37885408	37886788	MIEN1	0
NM_005310	chr17	37894161	37903538	GRB7	0
NM_001284516	chr17	37913967	37934478	IKZF3	0
NM_199321	chr17	38024454	38034149	ZPBP2	0
NM_001042471	chr17	38060847	38074903	GSDMB	0
NM_139280	chr17	38077295	38083884	ORMDL3	0
NM_001195545	chr17	38097726	38100987	LRRC3C	0
NM_178171	chr17	38119225	38134019	GSDMA	0
NM_002809	chr17	38137020	38154213	PSMD3	0
NM_172219	chr17	38171613	38174066	CSF3	0
NR_052017	chr17	38175349	38210889	MED24	0
NR_106944	chr17	38182584	38182662	MIR6884	0
NR_102369	chr17	38183795	38183898	SNORD124	0
NM_199334	chr17	38219067	38246290	THRA	0
NM_021724	chr17	38249036	38256978	NR1D1	0
NM_001012241	chr17	38278789	38293045	MSL1	0
NM_007359	chr17	38296506	38328431	CASC3	0
NR_106926	chr17	38318185	38318254	MIR6866	0
NM_016339	chr17	38334241	38351906	RAPGEFL1	0
NR_106927	chr17	38349848	38349915	MIR6867	0
NM_133264	chr17	38375573	38438439	WIPF2	0
NM_001254	chr17	38444145	38459413	CDC6	0
NM_001145302	chr17	38474472	38513895	RARA	0
NR_110861	chr17	38497118	38499388	RARA-AS1	0
NM_152219	chr17	38516904	38520945	GJD3	0
NM_001067	chr17	38544772	38574202	TOP2A	0
NM_001552	chr17	38599675	38613982	IGFBP4	0
NM_032865	chr17	38632079	38657854	TNS4	0
NM_001838	chr17	38710021	38721736	CCR7	0
NM_003079	chr17	38783975	38804103	SMARCE1	0
NM_152349	chr17	38811871	38821416	KRT222	0
NM_019016	chr17	38854242	38860002	KRT24	0
NM_181534	chr17	38904272	38911584	KRT25	0
NM_181539	chr17	38922489	38928411	KRT26	0
NM_181537	chr17	38933059	38938786	KRT27	0
NM_181535	chr17	38948447	38956211	KRT28	0
NM_000421	chr17	38974368	38978863	KRT10	0
NM_001195386	chr17	38975436	38992526	TMEM99	0
NM_000223	chr17	39017429	39023462	KRT12	0
NM_019010	chr17	39032140	39041495	KRT20	0
NM_015515	chr17	39078947	39093895	KRT23	0
NM_213656	chr17	39114668	39123144	KRT39	0
NM_182497	chr17	39133967	39143387	KRT40	0
NM_033185	chr17	39149681	39150385	KRTAP3-3	0
NM_031959	chr17	39155444	39156138	KRTAP3-2	0
NM_031958	chr17	39164773	39165366	KRTAP3-1	0
NM_031957	chr17	39182278	39183454	KRTAP1-5	0
NM_001257305	chr17	39185928	39186377	KRTAP1-4	0
NM_030966	chr17	39190136	39191107	KRTAP1-3	0
NM_030967	chr17	39196810	39197713	KRTAP1-1	0
NM_001123387	chr17	39202795	39203568	KRTAP2-1	0
NM_033032	chr17	39210750	39211463	KRTAP2-2	0
NM_001165252	chr17	39215492	39216344	KRTAP2-3	0
NM_033184	chr17	39221367	39222131	KRTAP2-4	0
NM_033061	chr17	39240458	39241396	KRTAP4-7	0
NM_031960	chr17	39253233	39254375	KRTAP4-8	0
NM_001146041	chr17	39261640	39262740	KRTAP4-9	0
NM_033059	chr17	39273433	39274606	KRTAP4-11	0
NM_031854	chr17	39279344	39280419	KRTAP4-12	0
NM_030976	chr17	39295684	39296739	KRTAP4-6	0
NM_033188	chr17	39305175	39306054	KRTAP4-5	0
NM_032524	chr17	39315905	39316983	KRTAP4-4	0
NM_033187	chr17	39323482	39324424	KRTAP4-3	0
NM_033062	chr17	39333697	39334460	KRTAP4-2	0
NM_033060	chr17	39340351	39341147	KRTAP4-1	0
NM_001190460	chr17	39346138	39346891	KRTAP9-1	0
NM_031961	chr17	39382899	39383904	KRTAP9-2	0
NM_031962	chr17	39388714	39389706	KRTAP9-3	0
NM_031963	chr17	39394269	39395256	KRTAP9-8	0
NM_033191	chr17	39405938	39406905	KRTAP9-4	0
NM_030975	chr17	39411635	39412616	KRTAP9-9	0
NM_001277331	chr17	39421629	39422112	KRTAP9-6	0
NM_001277332	chr17	39431949	39432459	KRTAP9-7	0
NM_001257309	chr17	39458077	39459103	KRTAP29-1	0
NM_001146182	chr17	39463951	39465505	KRTAP16-1	0
NM_031964	chr17	39471168	39471947	KRTAP17-1	0
NM_004138	chr17	39502344	39507064	KRT33A	0
NM_002279	chr17	39519745	39526052	KRT33B	0
NM_021013	chr17	39533920	39538636	KRT34	0
NM_002277	chr17	39549976	39553844	KRT31	0
NR_040111	chr17	39558667	39568840	LOC100505782	0
NM_003770	chr17	39576808	39580822	KRT37	0
NM_006771	chr17	39592620	39597596	KRT38	0
NM_002278	chr17	39615764	39623638	KRT32	0
NM_002280	chr17	39632940	39637392	KRT35	0
NM_003771	chr17	39642387	39646116	KRT36	0
NM_153490	chr17	39657232	39661865	KRT13	0
NM_002275	chr17	39669996	39675270	KRT15	0
NR_106765	chr17	39673415	39673469	MIR6510	0
NM_002276	chr17	39679868	39684641	KRT19	0
NR_038442	chr17	39705857	39710747	LINC00974	0
NM_000226	chr17	39722093	39728310	KRT9	0
NM_000526	chr17	39738530	39743147	KRT14	0
NM_005557	chr17	39766030	39769079	KRT16	0
NM_000422	chr17	39775691	39780882	KRT17	0
NR_033415	chr17	39782578	39796451	KRT42P	0
