Clone	Target	Chromosome	Position	Bad_P	Log2Rat	RawRat	Log2StdDev	NReplic	FISH_2	FISH	WI_cR	WI_cM	WI-RH	G3	GB4	cM_MGD	CM	MARKER_NAMES	MAP_SOURCE	MAPPING_NAME	DNASOURCE_DESCRIPTION	CLONENOTES	KB_POSITION	WELL_ID	USER_CLONE_ID
RP11-24C23	HumArray1S1_B23	8	1023	0	0.071172	1.050570	0.014208	3	8q23-8q24.1	8q24.1								S79639;D8S2040	refflat.txt	EXT1	MSD35		133579	HumArray1S1_B23	RP11-24C23
CTD-2178F17	HumArray1H5_C33	8	1024	0	-0.078826	0.946828	1000000.000000	1	23-8q24.1	8q23					463.54			EXT1;S79639	refflat.txt	EXT1	MSD31		133579	HumArray1H5_C33	CTD-2178F17
RP11-99I9	HumArray1H5_L23	8	1025	0	-1.306751	0.404230	1000000.000000	1	1						463.67		125.8	AFM156XC3;D8S269	stsMap.txt	AFM156XC3	MSD36		135269	HumArray1H5_L23	RP11-99I9
RP11-44N11	HumArray1H5_L24	8	1026	0	0.122694	1.088766	0.017477	3	1						476.44		128.8	AFMA059WA9;D8S1826	stsMap.txt	AFMA059WA9	MSD36		138859	HumArray1H5_L24	RP11-44N11
RP11-229L23	HumArray1H4_A36	8	1027	0	-0.053028	0.963911	0.042882	2		8q24.12-8q24.2				3815				SHGC-324;AB007889	stsMap.txt	RH8921	MSD15		141176	HumArray1H4_A36	RP11-229L23
RP11-158K1	HumArray1H4_J20	8	1028	0	0.037607	1.026410	0.029521	3	q24.2	8q24.1				3806				SHGC-20514;Z51257	stsMap.txt	AFM283XB5	MSD19		141188	HumArray1H4_J20	RP11-158K1
RP11-110D15	HumArray1H5_K27	8	1029	0	0.149547	1.109221	0.011598	3						3896	476.54		132.4	AFM283XB5;D8S1799	stsMap.txt	AFM283XB5	MSD36		141188	HumArray1H5_K27	RP11-110D15
RP11-150N13	HumArray1H4_J24	8	1030	0	0.046023	1.032415	0.020428	3	1.2	8q24.1				3843				SHGC-33154;T58031	fishClones.txt	RP11-150N13	MSD19		142388	HumArray1H4_J24	RP11-150N13
RP11-142P5	HumArray1H4_J22	8	1031	0	-0.012726	0.991218	0.023185	3	4.1	8q24.1				3859				SHGC-775;Z16681	fishClones.txt	RP11-142P5	MSD19		142599	HumArray1H4_J22	RP11-142P5
RP11-495D4	HumArray1H5_M17	8	1032	0	0.051029	1.036003	0.081586	3	24.1					3949			135.1	AFM151YE3;D8S266	stsMap.txt	AFM151YE3	MSD36		142727	HumArray1H5_M17	RP11-495D4
RP11-65D17	HumArray1H5_K28	8	1033	0	0.022728	1.015879	0.028533	3	24.1					3872				SHGC-1929;Z23532	fishClones.txt	RP11-65D17	MSD36		143501	HumArray1H5_K28	RP11-65D17
RP11-128G18	HumArray1H4_J21	8	1034	0	-0.015004	0.989654	0.003325	3	1.2	8q24.1				3888				SHGC-20519;Z51565	fishClones.txt	RP11-128G18	MSD19		144534	HumArray1H4_J21	RP11-128G18
RP11-145G10	HumArray1H4_J19	8	1035	0	0.040575	1.028524	0.006545	3	3888	8q24.1				3904				SHGC-6067;G33171	INTERPOL_G3		MSD19		144730	HumArray1H4_J19	RP11-145G10
RP11-237F24	HumArray1H4_A33	8	1036	0	-0.041200	0.971846	0.011219	3	5	8q24.2				3919	494.62			X00364;SHGC-12354	fishClones.txt	RP11-237F24	MSD15		144935	HumArray1H4_A33	RP11-237F24
DMPC-HFF#1-71E5	HumArray1S1_F6	8	1037	1				0	1.1	8q24.12-q24.13  								SHGC-12354;D8S1980	fishClones.txt	SHGC-12354	MSD24		144935	HumArray1S1_B4	DMPC-HFF#1-71E5
DMPC-HFF#1-71E5	HumArray1S1_B4	8	1037	0	0.038627	1.027136	0.021636	3	1.1	8q24.12-q24.13  								SHGC-12354;D8S1980	fishClones.txt	SHGC-12354	MSD24		144935	HumArray1S1_B4	DMPC-HFF#1-71E5
RP11-227F7	HumArray1H4_J30	8	1039	0	-0.012715	0.991225	0.022207	3	2-q24.13  	8q24.2				3994				SHGC-36267;D60402	fishClones.txt	RP11-227F7	MSD19		147930	HumArray1H4_J30	RP11-227F7
RP11-94M13	HumArray1H4_J26	8	1040	0	-0.023216	0.984037	0.010899	3		8q24.2				4084				SHGC-36664;H37762	stsMap.txt	RH38042	MSD19		150314	HumArray1H5_M9	RP11-94M13
RP11-94M13	HumArray1H5_M9	8	1040	0	-0.008790	0.993926	0.009094	3		8q24.2				4084				SHGC-36664;H37762	stsMap.txt	RH38042	MSD19		150314	HumArray1H5_M9	RP11-94M13
RP11-158G1	HumArray1H4_J28	8	1042	0	0.040754	1.028651	0.035607	3	2	8q24.2				4097				SHGC-582;M78466	fishClones.txt	RP11-158G1	MSD19		150742	HumArray1H4_J28	RP11-158G1
RP11-128P9	HumArray1H4_J31	8	1043	0	0.014471	1.010081	0.001412	3		8q24.2				4144				SHGC-1969;Z24602	fishClones.txt	RP11-128P9	MSD19		151081	HumArray1H4_J31	RP11-128P9
RP11-184M21	HumArray1H4_J29	8	1044	0	0.009471	1.006586	0.035341	3	-q24.13  	8q24.2				4117				SHGC-1948;Z23840	fishClones.txt	RP11-184M21	MSD19		151629	HumArray1H4_J29	RP11-184M21
RP11-189E11	HumArray1H4_I10	8	1045	0	-0.023717	0.983695	0.013945	3	17	8q24.2				4161				SHGC-13621;T52968	INTERPOL_G3		MSD19		151928	HumArray1H4_I10	RP11-189E11
RP11-88M23	HumArray1H4_J12	8	1046	0	0.021957	1.015336	0.010179	3		8q24.2				4180				SHGC-32958;T09302	stsMap.txt	RH62622	MSD19		152155	HumArray1H4_J12	RP11-88M23
RP11-45B19	HumArray1H5_M13	8	1047	0	0.069386	1.049270	0.009650	3	q24.13  					4311	517.95		149.8	AFMA175XC1;D8S1710	stsMap.txt	AFMA175XC1	MSD36		153538	HumArray1H5_M13	RP11-45B19
RP11-21H16	HumArray1H4_J14	8	1048	0	-0.068349	0.953729	0.047578	3		8q24.2				4240				SHGC-1965;Z24445	fishClones.txt	RP11-21H16	MSD19		153808	HumArray1H4_J14	RP11-21H16
RP11-28A4	HumArray1H4_J13	8	1049	0	-0.084428	0.943158	0.017387	3	240	8q24.2				4271				SHGC-6384;G03090	INTERPOL_G3		MSD19		155250	HumArray1H4_J13	RP11-28A4
RP11-17M8	HumArray1H5_M8	8	1050	0	0.865194	1.821585	0.044750	3	2					4389	524.02		152.5	AFM175XB4;D8S272	stsMap.txt	AFM175XB4	MSD36		155775	HumArray1H5_M8	RP11-17M8
RP11-122H7	HumArray1H4_J15	8	1051	0	-0.009591	0.993374	0.038512	3		8q24.2				4327				SHGC-33759;T94319	fishClones.txt	RP11-122H7	MSD19		156300	HumArray1H4_J15	RP11-122H7
RP11-13A18	HumArray1H4_J11	8	1052	0	-0.029008	0.980094	0.007186	3	q24.13  	8q24.3				4403				SHGC-12766;L13616.1	fishClones.txt	RP11-13A18	MSD19		160032	HumArray1H4_J11	RP11-13A18
RP11-642A1	HumArray1H5_M14	8	1053	0	0.027076	1.018945	0.013994	3	q24.3					4497			163.4	AFMA119ZH1;D8S1704	stsMap.txt	AFMA119ZH1	MSD36		160269	HumArray1H5_M14	RP11-642A1
GS1-261I1	HumArray1S1_B24	8	1054	0	0.011626	1.008091	0.009268	3	;D8S1704	8 q tel								8 q tel	TELOMERE		MSD35		170000	HumArray1S1_B24	GS1-261I1
CTB-41L13	HumArray1S1_B25	9	1055	0	-0.041679	0.971524	0.010378	2	 tel	9 p tel								9 p tel	TELOMERE		MSD35		0	HumArray1S1_B25	CTB-41L13
RP11-28N6	HumArray1H4_A27	9	1056	0	-0.028155	0.980674	0.023551	3	7	9p24				15				SHGC-1302;G19606	fishClones.txt	RP11-28N6	MSD15		158	HumArray1H4_A27	RP11-28N6
RP11-122A20	HumArray1H4_I35	9	1057	0	0.023790	1.016627	0.016403	3	q24.3	9p24				37				SHGC-12535;D16532	fishClones.txt	RP11-122A20	MSD19		2703	HumArray1H4_I35	RP11-122A20
RP11-62H18	HumArray1H4_O32	9	1058	0	0.068497	1.048624	0.004079	3	24.3	9p24				168				SHGC-12918;U08989.1	fishClones.txt	RP11-62H18	MSD22		4745	HumArray1H4_O32	RP11-62H18
RP11-280I16	HumArray1H4_J1	9	1059	0	0.036821	1.025851	0.016420	3		9p24				181				SHGC-35927;T96564	fishClones.txt	RP11-280I16	MSD19		4770	HumArray1H4_J1	RP11-280I16
RP11-125K10	HumArray1H4_I34	9	1060	0	-0.014064	0.990299	0.010079	3		9p24				202				SHGC-1334;G13773	fishClones.txt	RP11-125K10	MSD19		5142	HumArray1H4_I34	RP11-125K10
RP11-12N24	HumArray1H4_I20	9	1061	0	0.011619	1.008086	0.010686	3	24.3	9p24				219				SHGC-34067;L34838.1	fishClones.txt	RP11-12N24	MSD19		5502	HumArray1H4_I20	RP11-12N24
CTD-2006L14	HumArray1H5_G11	9	1062	0	0.070663	1.050199	0.021029	3	1	9p24								U06452;MLANA	refflat.txt	MLANA	MSD32		6203	HumArray1H5_G11	CTD-2006L14
RP11-165O14	HumArray1H4_J10	9	1063	0	0.049549	1.034941	0.032853	3	24.3	9p23				245				SHGC-36689;T03720	fishClones.txt	RP11-165O14	MSD19		6288	HumArray1H4_J10	RP11-165O14
RP11-50C21	HumArray1H4_Q17	9	1064	0	-0.050686	0.965477	0.033416	2		9p23				386				SHGC-18065;G08735	fishClones.txt	RP11-50C21	MSD22		10950	HumArray1H4_Q17	RP11-50C21
RP11-264O11	HumArray1H4_J7	9	1065	0	0.045644	1.032144	0.008083	3		9p23				398				SHGC-3751;Z16707	fishClones.txt	RP11-264O11	MSD19		11094	HumArray1H4_J7	RP11-264O11
RP11-32D4	HumArray1H4_A22	9	1066	0	-0.038094	0.973941	0.023810	2	23	9p23				360				SHGC-9431;G17361	fishClones.txt	RP11-32D4	MSD15		12275	HumArray1H4_A22	RP11-32D4
RP11-58B8	HumArray1H4_O30	9	1067	0	0.025171	1.017600	0.048890	3	3	9p23				434				SHGC-13048;G17364	fishClones.txt	RP11-58B8	MSD22		12404	HumArray1H4_O30	RP11-58B8
RP11-26K11	HumArray1H4_A26	9	1068	0	-0.040283	0.972464	0.022809	2		9p23				446				SHGC-13343;G17374	fishClones.txt	RP11-26K11	MSD15		12627	HumArray1H4_A26	RP11-26K11
RP11-117J18	HumArray1H4_H19	9	1069	0	0.006595	1.004581	0.023083	2	4.3	9p23				332				SHGC-33182;T59949	fishClones.txt	RP11-117J18	MSD19		13470	HumArray1H4_H19	RP11-117J18
RP11-26H17	HumArray1H4_A28	9	1070	0	-0.003855	0.997331	0.160085	3		9p23				498				SHGC-3971;G17299	stsMap.txt	SHGC-3971	MSD15		13799	HumArray1H4_A28	RP11-26H17
RP11-115I23	HumArray1H4_H29	9	1071	0	0.034792	1.024409	0.032009	3	4.3	9p23				472				SHGC-32204;Z39533	fishClones.txt	RP11-115I23	MSD19		13892	HumArray1H4_H29	RP11-115I23
RP11-120J1	HumArray1H5_L31	9	1072	0	0.189657	1.140492	0.016493	3							55.59		27.8	AFM282ZH9;D9S274	stsMap.txt	AFM282ZH9	MSD36		15219	HumArray1H5_L31	RP11-120J1
RP11-132G20	HumArray1H4_I33	9	1073	0	-0.027349	0.981221	0.058076	3	4.3	9p22				618				SHGC-14223;G17383	fishClones.txt	RP11-132G20	MSD19		17027	HumArray1H4_I33	RP11-132G20
RP11-109M15	HumArray1H5_L32	9	1074	0	0.173838	1.128055	0.031281	2	9p22						59.05		29.5	AFM051XD6;D9S156	stsMap.txt	AFM051XD6	MSD36		17402	HumArray1H5_L32	RP11-109M15
RP11-163F8	HumArray1H5_K33	9	1075	0	0.047485	1.033461	0.008096	3							60.97		31.8	AFM067XD3;D9S157	fishClones.txt	RP11-163F8	MSD36		19086	HumArray1H5_K33	RP11-163F8
RP11-61D22	HumArray1H4_O28	9	1076	0	0.080493	1.057379	0.028996	3	.3	9p21-9p22				741				SHGC-730;Z16600	fishClones.txt	RP11-61D22	MSD22		21709	HumArray1H4_O28	RP11-61D22
CTB-65D18	HumArray1S1_B26	9	1077	0	-0.026845	0.981565	0.054434	2	1	9p21								S78535;SHGC-9726	refflat.txt	CDKN2A	MSD35		24208	HumArray1S1_B26	CTB-65D18
RP11-33O15	HumArray1H4_A20	9	1078	0	0.025704	1.017976	0.009904	2	p22	9p21				908				SHGC-8727;G17338	fishClones.txt	RP11-33O15	MSD15		25276	HumArray1H4_A20	RP11-33O15
RP11-85J5	HumArray1H4_H33	9	1079	0	-0.092451	0.937928	0.006450	2		9p21.3				952				SHGC-844;Z16812	fishClones.txt	RP11-85J5	MSD19		26953	HumArray1H4_H33	RP11-85J5
RP11-55P9	HumArray1H4_Q18	9	1080	0	0.038703	1.027190	0.011782	3		9p21				983				SHGC-1979;Z23674	fishClones.txt	RP11-55P9	MSD22		28244	HumArray1H4_Q18	RP11-55P9
CTD-2170E19	HumArray1H5_C36	9	1081	0	0.084610	1.060401	0.065933	3		9p21					80.68			L06139;TEK	fishClones.txt	CTD-2170E19	MSD31		30056	HumArray1H5_C36	CTD-2170E19
RP11-235F7	HumArray1H4_J4	9	1082	0	0.074645	1.053102	0.028503	3	22	9p21				1105				SHGC-36542;R24054	fishClones.txt	RP11-235F7	MSD19		30445	HumArray1H4_J4	RP11-235F7
RP11-18A21	HumArray1H4_I14	9	1083	0	0.015858	1.011053	0.011967	2	22	9p21				1228				SHGC-9153;G17359	fishClones.txt	RP11-18A21	MSD19		33647	HumArray1H4_I14	RP11-18A21
RP11-70F16	HumArray1H4_H30	9	1084	0	0.046017	1.032410	0.021068	3	3	9p21.1				1215				SHGC-6958;M98789.1	fishClones.txt	RP11-70F16	MSD19		34055	HumArray1H4_H30	RP11-70F16
RP11-52I10	HumArray1H4_Q13	9	1085	0	-0.040247	0.972489	0.015191	3	1	9p21.1				1262				SHGC-7397;G17326	fishClones.txt	RP11-52I10	MSD22		35264	HumArray1H4_Q13	RP11-52I10
RP11-141J7	HumArray1H4_M28	9	1086	0	0.060213	1.042619	0.021538	3	q24.13  	9p13-9p21				1328				SHGC-10826;Z11559	fishClones.txt	RP11-141J7	MSD20		35926	HumArray1H4_M28	RP11-141J7
RP11-115L5	HumArray1H4_H28	9	1087	0	0.041163	1.028943	0.038748	3	1	9p13-9p21				1427				SHGC-757;Z16644	fishClones.txt	RP11-115L5	MSD19		36401	HumArray1H4_H28	RP11-115L5
RP11-118C13	HumArray1H4_H23	9	1088	0	0.058265	1.041213	0.031567	3	4.13  	9p13-9p21				1349				SHGC-34030;R08351	fishClones.txt	RP11-118C13	MSD19		36444	HumArray1H4_H23	RP11-118C13
RP11-165H19	HumArray1H4_J5	9	1089	0	0.001198	1.000830	0.012898	3	-9p21	9p13				1488				SHGC-35540;Z38102	fishClones.txt	RP11-165H19	MSD19		38040	HumArray1H4_J5	RP11-165H19
RP11-17J8	HumArray1H4_I16	9	1090	0	-0.001647	0.998859	0.011512	3		9p13				1461				SHGC-32160;T87156	stsMap.txt	RH63228	MSD19		38119	HumArray1H4_I16	RP11-17J8
RP11-37F22	HumArray1H4_A18	9	1091	0	-0.016941	0.988326	0.010201	2		9p13				1506				SHGC-35868;Z43848	stsMap.txt	RH62911	MSD15		38622	HumArray1H4_A18	RP11-37F22
RP11-61G7	HumArray1H4_O29	9	1092	0	0.033126	1.023227	0.014057	3	1	9p13-9p21				1541				SHGC-12605;U12978.1	fishClones.txt	RP11-61G7	MSD22		39578	HumArray1H4_O29	RP11-61G7
RP11-39I6	HumArray1H4_A17	9	1093	0	0.016724	1.011660	0.020669	3	3-9p21	9p13				1566				SHGC-32868;D25668	fishClones.txt	RP11-39I6	MSD15		39953	HumArray1H4_A17	RP11-39I6
RP11-154M9	HumArray1H4_I28	9	1094	0	-0.023414	0.983902	0.031278	3		9p13								SHGC-36161	fishClones.txt	RP11-154M9	MSD19		39983	HumArray1H4_I28	RP11-154M9
RP11-144L7	HumArray1H4_I24	9	1095	0	-0.040036	0.972631	0.059698	3		9p12-9p13				1650				SHGC-6407;G03205	fishClones.txt	RP11-144L7	MSD19		41626	HumArray1H4_I24	RP11-144L7
RP11-61I3	HumArray1H4_O35	9	1096	0	0.070731	1.050249	0.012292	3		9p13				1633				SHGC-14824;T63520	stsMap.txt	RH8807	MSD22		41940	HumArray1H4_O35	RP11-61I3
CTD-2029L20	HumArray1H5_G10	9	1097	0	0.078823	1.056156	0.016827	3	9p13	9q13								WI-17089;FRDA	stsMap.txt	RH62830	MSD32		75960	HumArray1H5_G10	CTD-2029L20
RP11-16N10	HumArray1H4_I17	9	1098	0	-0.030701	0.978945	0.032868	3	p13	9q13				1936				SHGC-34170;R55286	fishClones.txt	RP11-16N10	MSD19		76444	HumArray1H4_I17	RP11-16N10
RP11-44J18	HumArray1H4_R26	9	1099	0	0.032557	1.022823	0.025471	3	p13	9q13				1996				SHGC-12216;G17368	fishClones.txt	RP11-44J18	MSD23		77234	HumArray1H4_R26	RP11-44J18
RP11-19O14	HumArray1H4_I12	9	1100	0	0.000797	1.000553	0.043448	3	q13	9q13				2007				SHGC-20546;Z52547	stsMap.txt	AFMA218YF5	MSD19		78015	HumArray1H4_I12	RP11-19O14
RP11-8L13	HumArray1H4_I23	9	1101	0	0.064773	1.045921	0.020548	3		9q21.1				2020				SHGC-9322;G17341	fishClones.txt	RP11-8L13	MSD19		79466	HumArray1H4_I23	RP11-8L13
RP11-54O21	HumArray1H4_R28	9	1102	0	0.072109	1.051252	0.007704	3	p13	9q21				2103				SHGC-12349;X05908	fishClones.txt	RP11-54O21	MSD23		80639	HumArray1H4_R28	RP11-54O21
RP11-14J9	HumArray1H4_I19	9	1103	0	0.062988	1.044627	0.016659	3	p13	9q21.1				2438				SHGC-37393;N50056	fishClones.txt	RP11-14J9	MSD19		83220	HumArray1H4_I19	RP11-14J9
RP11-57N18	HumArray1H4_R29	9	1104	0	0.079710	1.056806	0.018353	3		9q21				2279				SHGC-1994;Z24432	fishClones.txt	RP11-57N18	MSD23		83438	HumArray1H4_R29	RP11-57N18
RP11-96B7	HumArray1H4_H21	9	1105	0	-0.039966	0.972678	0.033723	3	p13	9q21.1				2338				SHGC-35114;H80272	fishClones.txt	RP11-96B7	MSD19		84978	HumArray1H4_H21	RP11-96B7
RP11-136M18	HumArray1H4_I31	9	1106	0	-0.069379	0.953048	0.015970	3		9q21.1				2404				SHGC-32427;Z41691	fishClones.txt	RP11-136M18	MSD19		85442	HumArray1H4_I31	RP11-136M18
RP11-56C1	HumArray1H4_J3	9	1107	0	0.011998	1.008351	0.022662	3	04	9q21				2370				SHGC-30336;H85547	stsMap.txt	RH63206	MSD19		85499	HumArray1H4_J3	RP11-56C1
RP11-31D18	HumArray1H4_A24	9	1108	0	-0.002883	0.998004	0.036844	3	13  	9q21.2-9q21.3				2548				SHGC-20552;Z51319	fishClones.txt	RP11-31D18	MSD15		88441	HumArray1H4_A24	RP11-31D18
RP11-8D10	HumArray1H4_I6	9	1109	0	-0.017901	0.987669	0.008218	3	.2-9q21.3	9q21.3				2698				SHGC-18071;G08741	fishClones.txt	RP11-8D10	MSD19		91101	HumArray1H4_I6	RP11-8D10
RP11-23D11	HumArray1H4_A29	9	1110	1				0	2-9q21.3	9q21				2714				SHGC-13667;G17376	fishClones.txt	RP11-23D11	MSD15		91176	HumArray1H4_A29	RP11-23D11
RP11-22C13	HumArray1H4_A30	9	1111	0	-0.112363	0.925072	0.009248	3	-9q21.3	9q21.3				2735				SHGC-1978;Z23658	fishClones.txt	RP11-22C13	MSD15		91544	HumArray1H4_A30	RP11-22C13
RP11-142P12	HumArray1H4_I32	9	1112	0	-0.081851	0.944845	0.006570	3	-9q21.3	9q21.3				2766				SHGC-90;Z16424	fishClones.txt	RP11-142P12	MSD19		92191	HumArray1H4_I32	RP11-142P12
RP11-74F15	HumArray1H4_I2	9	1113	0	-0.033385	0.977125	0.008792	3	3	9q21				2770				SHGC-17272;T91000	fishClones.txt	RP11-74F15	MSD19		92317	HumArray1H4_I2	RP11-74F15
RP11-20B20	HumArray1H4_A32	9	1114	0	-0.067572	0.954242	0.032568	3	9q21.3	9q21				2855				SHGC-12933;U12140.1	fishClones.txt	RP11-20B20	MSD15		93987	HumArray1H4_A32	RP11-20B20
RP11-65C15	HumArray1H4_O27	9	1115	0	-0.002625	0.998182	0.018181	2	3  	9q21.3-9q22.1				2907				SHGC-5269;L15543.1	fishClones.txt	RP11-65C15	MSD22		94913	HumArray1H4_O27	RP11-65C15
RP11-41K9	HumArray1H4_A13	9	1116	0	0.004466	1.003100	0.019824	3	.3-9q22.1	9q22				2923				SHGC-20556;L22380.1	fishClones.txt	RP11-41K9	MSD15		96101	HumArray1H4_A13	RP11-41K9
RP11-65B23	HumArray1H4_O34	9	1117	0	0.028909	1.020240	0.018189	3	-9q22.1	9q22				2935				SHGC-12637;M20496.1	fishClones.txt	RP11-65B23	MSD22		96735	HumArray1H4_O34	RP11-65B23
RP11-88J16	HumArray1H4_H34	9	1118	0	0.012105	1.008426	0.007120	3		9q22.1-9q22.2				2963				SHGC-30777;AF085888.1	fishClones.txt	RP11-88J16	MSD19		97835	HumArray1H4_H34	RP11-88J16
RP11-9I18	HumArray1H4_I22	9	1119	0	0.021806	1.015230	0.027455	3	q22.1-9q22.2	9q22.2				3023				SHGC-31212;H86517	fishClones.txt	RP11-9I18	MSD19		99373	HumArray1H4_I22	RP11-9I18
RP11-31N23	HumArray1H4_A23	9	1120	0	-0.181938	0.881518	0.023770	3	3	9q21.3				3000				SHGC-1993;Z24343	INTERPOL_G3		MSD15		99531	HumArray1H4_A23	RP11-31N23
RP11-95G21	HumArray1H4_H20	9	1121	0	0.051106	1.036059	0.017155	3	2.1-9q22.2	9q22.2				3033				SHGC-20559;Z53526	fishClones.txt	RP11-95G21	MSD19		99897	HumArray1H4_H20	RP11-95G21
RP11-44O3	HumArray1H4_Q15	9	1122	0	0.019964	1.013934	0.024933	3	2	9q22				3041				SHGC-5272;L18736.1	fishClones.txt	RP11-44O3	MSD22		100607	HumArray1H4_Q15	RP11-44O3
RP11-8C21	HumArray1H4_I7	9	1123	0	-0.089447	0.939883	0.013258	3	2	9q21.3				2605				SHGC-11955;X54942	fishClones.txt	RP11-8C21	MSD19		100948	HumArray1H4_I7	RP11-8C21
RP11-105E2	HumArray1H4_H26	9	1124	0	-0.039259	0.973155	0.013649	3	1.3					2977				SHGC-1990;Z24157	fishClones.txt	RP11-105E2	MSD19		100974	HumArray1H4_H26	RP11-105E2
RP11-128O12	HumArray1H4_I27	9	1125	0	0.037220	1.026135	0.023374	3		9q22				3149				SHGC-31180;H86064	stsMap.txt	RH63144	MSD19		103735	HumArray1H4_I27	RP11-128O12
RP11-223A21	HumArray1H4_J8	9	1126	0	0.048229	1.033995	0.028680	3		9q22				3215				SHGC-35906;D19589	stsMap.txt	RH63079	MSD19		105306	HumArray1H4_J8	RP11-223A21
RP11-34J23	HumArray1H4_A19	9	1127	0	0.059480	1.042090	0.029992	2	1-9q22.2	9q22.3				3304				U43148.1;SHGC-8725	fishClones.txt	RP11-34J23	MSD15		107507	HumArray1H4_A19	RP11-34J23
CTD-2105O17	HumArray1S1_B27	9	1128	0	0.063193	1.044776	0.036848	3	q22.3	9q22.3								SHGC-8725;U43148	fishClones.txt	SHGC-8725	MSD35		107507	HumArray1S1_B27	CTD-2105O17
CTD-2198F24	HumArray1H5_N23	9	1129	0	0.078742	1.056097	0.025167	3	2.3	9q22								SHGC-8725;PTCH	fishClones.txt	SHGC-8725	MSD37		107507	HumArray1H5_N23	CTD-2198F24
RP11-54O15	HumArray1H4_R25	9	1130	0	0.005809	1.004034	0.026950	3		9q22.3				3194				SHGC-32587;H84187	fishClones.txt	RP11-54O15	MSD23		107634	HumArray1H4_R25	RP11-54O15
RP11-106O17	HumArray1H4_H27	9	1131	0	0.040904	1.028758	0.051250	3		9q22.3-9q31				3267				SHGC-33990;R06370	stsMap.txt	RH63173	MSD19		107758	HumArray1H4_H27	RP11-106O17
RP11-106N7	HumArray1H4_H25	9	1132	0	-0.014390	0.990075	0.038969	3	22.2	9q22.3-9q31				3358				SHGC-32963;T35174	fishClones.txt	RP11-106N7	MSD19		109602	HumArray1H4_H25	RP11-106N7
RP11-147H22	HumArray1H4_I30	9	1133	0	-0.045097	0.969224	0.006130	3		9q31				3377				SHGC-34267;R80651	stsMap.txt	RH17868	MSD19		109877	HumArray1H4_I30	RP11-147H22
RP11-69F21	HumArray1H4_O20	9	1134	0	0.041817	1.029409	0.025831	3		9q22.3-9q31				3402				SHGC-1985;Z23967	fishClones.txt	RP11-69F21	MSD21		110579	HumArray1H4_O20	RP11-69F21
RP11-20E13	HumArray1H4_A31	9	1135	0	-0.031965	0.978087	0.015540	3	22.2	9q22.3-9q31				3409				SHGC-30916;R85946	fishClones.txt	RP11-20E13	MSD15		110734	HumArray1H4_A31	RP11-20E13
RP11-4B2	HumArray1H4_J16	9	1136	0	0.007208	1.005008	0.028633	3	2.3-9q31	9q31				3476				SHGC-31098;H85089	fishClones.txt	SHGC-31098	MSD19		111341	HumArray1H4_J16	RP11-4B2
RP11-30N20	HumArray1H4_A25	9	1137	0	-0.023554	0.983806	0.095275	2	22.2	9q22.3-9q31				3545				SHGC-32098;T66135	fishClones.txt	RP11-30N20	MSD15		111407	HumArray1H4_A25	RP11-30N20
RP11-84C18	HumArray1H4_H32	9	1138	0	0.005994	1.004164	0.077566	3	3-9q31	9q22.3-9q31				3528				SHGC-30824;H38657	stsMap.txt	RH63140	MSD19		111571	HumArray1H4_H32	RP11-84C18
RP11-52E12	HumArray1H4_R27	9	1139	0	0.090201	1.064518	0.038462	3		9q31				3504				SHGC-8789;G14336	fishClones.txt	RP11-52E12	MSD23		111710	HumArray1H4_R27	RP11-52E12
RP11-39L9	HumArray1H4_A15	9	1140	0	-0.005322	0.996318	0.040102	3	3-9q31	9q23.1				3516				SHGC-18202;G19232	fishClones.txt	RP11-39L9	MSD15		111734	HumArray1H4_A15	RP11-39L9
RP11-5K11	HumArray1H4_I8	9	1141	0	-0.038331	0.973781	0.019912	3	.1	9q31				3577				SHGC-34139;R48286	fishClones.txt	RP11-5K11	MSD19		111903	HumArray1H4_I8	RP11-5K11
RP11-80F13	HumArray1H4_I4	9	1142	0	-0.014163	0.990231	0.023039	3	3-9q31	9q31.3				3630				SHGC-8776;G14333	fishClones.txt	RP11-80F13	MSD19		119092	HumArray1H4_I4	RP11-80F13
RP11-39J22	HumArray1H4_A16	9	1143	0	0.057503	1.040663	0.018481	3	-9q31	9q23.3				3654				SHGC-6061;G17311	fishClones.txt	RP11-39J22	MSD15		119951	HumArray1H4_A16	RP11-39J22
RP11-32M4	HumArray1H4_A21	9	1144	0	0.056490	1.039932	0.027860	3	.3	9q31				3639				SHGC-14345;G17386	fishClones.txt	RP11-32M4	MSD15		120122	HumArray1H4_A21	RP11-32M4
RP11-81P13	HumArray1H4_I1	9	1145	0	-0.061445	0.958303	0.018970	3	q31	9q31-9q32				3710				SHGC-5895;G17309	fishClones.txt	RP11-81P13	MSD19		122069	HumArray1H4_I1	RP11-81P13
RP11-57O13	HumArray1H4_P1	9	1146	0	-0.007376	0.994900	0.012919	3	q32	9q32				3741				SHGC-37372;N48054	fishClones.txt	RP11-57O13	MSD22		122551	HumArray1H4_P1	RP11-57O13
CTD-2020N9	HumArray1H5_N24	9	1147	0	-0.068295	0.953764	0.307513	2	3741	9q31								stSG2671;GNG10	stsMap.txt	RH12061	MSD37		123457	HumArray1H5_N24	CTD-2020N9
RP11-4O1	HumArray1H4_I9	9	1148	0	-0.010786	0.992552	0.020853	3	9q32	9q32				3777				SHGC-2544;D11553	fishClones.txt	RP11-4O1	MSD19		123767	HumArray1H4_I9	RP11-4O1
