Clone	Target	Chromosome	Position	Bad_P	Log2Rat	RawRat	Log2StdDev	NReplic	FISH_2	FISH	WI_cR	WI_cM	WI-RH	G3	GB4	cM_MGD	CM	MARKER_NAMES	MAP_SOURCE	MAPPING_NAME	DNASOURCE_DESCRIPTION	CLONENOTES	KB_POSITION	WELL_ID	USER_CLONE_ID
RP11-456I15	HumArray1H5_K29	11	1429	0	-0.033997	0.976710	0.015628	2	4					3218	266.69		80.1	AFM185YA1;D11S916	stsMap.txt	AP002993	MSD36		84530	HumArray1H5_K29	RP11-456I15
RP11-102M18	HumArray1H3_Q13	11	1430	0	-0.022707	0.984384	0.026817	3	4	11q13.4				3224				SHGC-530;M62232	fishClones.txt	RP11-102M18	MSD11		85101	HumArray1H3_Q13	RP11-102M18
RP11-168B13	HumArray1H3_Q14	11	1431	0	-0.092045	0.938192	0.014567	3	11q13.4	11q13.4				3314				SHGC-4824;L16314.1	fishClones.txt	RP11-168B13	MSD11		86422	HumArray1H3_Q14	RP11-168B13
RP11-165C10	HumArray1H3_Q15	11	1432	0	-0.125268	0.916834	0.019195	3		11q13.4				3330				SHGC-32865;D25664	fishClones.txt	RP11-165C10	MSD11		86674	HumArray1H3_Q15	RP11-165C10
RP11-119C13	HumArray1H3_Q16	11	1433	0	-0.148423	0.902236	0.031015	2	13.4	11q13-11q14				3343				SHGC-36303;Y13847	fishClones.txt	RP11-119C13	MSD11		87269	HumArray1H3_Q16	RP11-119C13
RP11-672A2	HumArray1H5_K30	11	1434	0	0.139683	1.101663	0.015679	3	03;Y13847						278.45			GARP	refflat.txt	GARP	MSD36		87734	HumArray1H5_K30	RP11-672A2
CTC-352E23	HumArray1S1_C2	11	1435	0	0.032704	1.022927	0.022869	3		11q13.5-q14  								SGC30829	stsMap.txt	RH52308	MSD24		87736	HumArray1S1_C2	CTC-352E23
GS-7N12	HumArray1S1_A9	11	1436	0	-0.060407	0.958994	0.008780	3	5-q14  	11q13-14								SHGC-35393	refflat.txt	PAK1	MSD24		88441	HumArray1S1_A9	GS-7N12
RP11-98G24	HumArray1H3_F18	11	1437	0	0.024897	1.017407	0.019766	3		11q13-11q14				3407				SHGC-31540;U17899.1	fishClones.txt	RP11-98G24	MSD6		88696	HumArray1H3_F18	RP11-98G24
RP11-7H7	HumArray1H3_Q17	11	1438	0	-0.022147	0.984766	0.007338	3	13-11q14	11q14.1				3431				SHGC-12273;G13714	fishClones.txt	RP11-7H7	MSD11		89906	HumArray1H3_Q17	RP11-7H7
RP11-215H8	HumArray1H5_B13	11	1439	0	-0.022947	0.984220	1000000.000000	1		11q14.1				3485				SHGC-30999	stsMap.txt	RH51995	MSD29		90509	HumArray1H5_B13	RP11-215H8
RP11-34L12	HumArray1H3_L7	11	1440	0	-0.044350	0.969726	0.048343	3		11q14				3568				SHGC-2107;Z24665	fishClones.txt	RP11-34L12	MSD8		94150	HumArray1H3_L7	RP11-34L12
RP11-102K15	HumArray1H3_Q18	11	1441	0	-0.039788	0.972798	0.062983	3	1q14	11q14				3628				SHGC-13230;G13753	fishClones.txt	RP11-102K15	MSD11		94904	HumArray1H3_Q18	RP11-102K15
RP11-40G3	HumArray1H3_F19	11	1442	0	-0.028447	0.980475	0.006054	2	11q14	11q14				3614				SHGC-8474;G14316	fishClones.txt	RP11-40G3	MSD6		94926	HumArray1H3_F19	RP11-40G3
RP11-342A16	HumArray1H5_K32	11	1443	0	-0.024403	0.983228	0.052836	3						3643			90.7	AFM311WH5;D11S4187	fishClones.txt	SHGC-20690	MSD36		95117	HumArray1H5_K32	RP11-342A16
RP11-131C11	HumArray1H3_Q20	11	1444	0	-0.127377	0.915495	0.007225	3	14	11q14.2				3796				SHGC-36010;H80552	fishClones.txt	RP11-131C11	MSD11		97072	HumArray1H3_Q20	RP11-131C11
RP11-119M23	HumArray1H3_Q19	11	1445	0	-0.116115	0.922669	0.015927	3		11q14.2-11q14.3				3758				SHGC-24065;Z38227	fishClones.txt	RP11-119M23	MSD11		97306	HumArray1H3_Q19	RP11-119M23
RP11-233M1	HumArray1H5_B14	11	1446	0	0.012523	1.008718	0.014291	2		11q14				3788				SHGC-35169;H83251	stsMap.txt	RH52082	MSD29		97392	HumArray1H5_B14	RP11-233M1
RP11-89H11	HumArray1H3_F20	11	1447	0	-0.118658	0.921044	1000000.000000	1	.3	11q14.2-11q14.3				3880				SHGC-35131;H81570	fishClones.txt	RP11-89H11	MSD6		98952	HumArray1H3_F20	RP11-89H11
RP11-163O18	HumArray1H3_Q21	11	1448	0	-0.044229	0.969808	0.005003	3	1q14.3	11q21				4070				SHGC-2063;Z23524	fishClones.txt	RP11-163O18	MSD11		105832	HumArray1H3_Q21	RP11-163O18
RP11-816P15	HumArray1H5_O5	11	1449	0	0.090632	1.064836	0.010026	3		11q14								MRE11A	fishClones.txt	RP11-816P15	MSD37		106664	HumArray1H5_O5	RP11-816P15
RP11-217E8	HumArray1H3_Q22	11	1450	0	-0.029083	0.980043	0.011666	3	1q14.3	11q21				4110				SHGC-9821;M58597.1	fishClones.txt	RP11-217E8	MSD11		106810	HumArray1H3_Q22	RP11-217E8
RP11-267L1	HumArray1H3_F21	11	1451	0	-0.052774	0.964080	0.040459	2		11q22				4265				SHGC-4809;L18730.1	fishClones.txt	RP11-267L1	MSD6		111973	HumArray1H3_F21	RP11-267L1
RP11-258C1	HumArray1H3_Q23	11	1452	0	-0.049253	0.966437	0.018001	3	1q14.3	11q22.1				4446				SHGC-2068;Z23631	fishClones.txt	RP11-258C1	MSD11		114497	HumArray1H3_Q23	RP11-258C1
RP11-5G24	HumArray1H3_Q24	11	1453	0	-0.233810	0.850386	1000000.000000	1		11q22.1				4472				SHGC-10856;G13673	fishClones.txt	RP11-5G24	MSD11		116814	HumArray1H3_Q24	RP11-5G24
RP11-134G19	HumArray1H3_Q25	11	1454	0	0.048371	1.034097	0.000000	2	1q14.3	11q22				4482				SHGC-2082;Z24106	fishClones.txt	RP11-134G19	MSD11		117231	HumArray1H3_Q25	RP11-134G19
CTD-2039C11	HumArray1H5_F8	11	1455	0	-0.189963	0.876628	0.024183	3		11q22.2					348.76			A007H38;API2	refflat.txt	BIRC3	MSD31		117381	HumArray1H5_F8	CTD-2039C11
RP11-817J15	HumArray1H5_O6	11	1456	0	0.080392	1.057305	0.019886	3	11q22	11q22								SHGC-11011;MMP8	fishClones.txt	RP11-817J15	MSD37		117620	HumArray1H5_O6	RP11-817J15
RP11-750P5	HumArray1H5_O7	11	1457	0	0.147304	1.107498	0.012455	3		11q22								"SHGC-11954, X07820;MMP1, MMP10"	fishClones.txt	RP11-750P5	MSD37		117847	HumArray1H5_O7	RP11-750P5
RP11-33F6	HumArray1H3_Q26	11	1458	0	-0.038317	0.973791	0.018287	2	, MMP10"	11q22.3								SHGC-8453	fishClones.txt	RP11-33F6	MSD11		118120	HumArray1H3_Q26	RP11-33F6
RP11-179B7	HumArray1H3_Q27	11	1459	0	-0.136413	0.909778	0.035466	3		11q22				4558				SHGC-17520;G08884	fishClones.txt	RP11-179B7	MSD11		119551	HumArray1H3_Q27	RP11-179B7
CTD-2012D15	HumArray1H5_G2	11	1460	0	0.009502	1.006608	0.018789	3		11q22.1								U25804;CASP4	refflat.txt	CASP4	MSD31		120047	HumArray1H5_G2	CTD-2012D15
RP11-51M23	HumArray1H3_Q28	11	1461	0	-0.069219	0.953154	0.014542	3		11q22				4571				SHGC-13429;T47302	fishClones.txt	RP11-51M23	MSD11		120052	HumArray1H3_Q28	RP11-51M23
RP11-85F4	HumArray1H3_Q30	11	1462	0	-0.056240	0.961767	0.008817	2		11q22-11q23				4634				SHGC-2071;Z23828	fishClones.txt	RP11-85F4	MSD11		120787	HumArray1H3_Q30	RP11-85F4
RP11-276O11	HumArray1H3_Q29	11	1463	0	0.050119	1.035351	0.028115	3		11q22				4621				SHGC-12291;G13717	fishClones.txt	RP11-276O11	MSD11		121024	HumArray1H3_Q29	RP11-276O11
RP11-42L18	HumArray1H3_Q31	11	1464	0	-0.023416	0.983900	0.016532	3	22	11q22.3-11q23				4763				SHGC-9652;D10511	fishClones.txt	RP11-42L18	MSD11		123460	HumArray1H3_Q31	RP11-42L18
CTD-2057A4	HumArray1H5_C27	11	1465	0	-0.001780	0.998767	0.002547	2		11q22.3					365.77			SHGC-35479;ATM	refflat.txt	ATM	MSD31		123648	HumArray1H5_C27	CTD-2057A4
RP11-964M3	HumArray1S1_C16	11	1466	0	-0.055088	0.962536	0.021524	3	1q22.3-11q23	11q22.3								SHGC-35479;STSG13287	stsMap.txt	RH36405	MSD35		123693	HumArray1S1_C16	RP11-964M3
RP11-2F21	HumArray1H3_Q32	11	1467	0	-0.069465	0.952991	0.022246	2	2.3-11q23	11q22.3				4844				SHGC-14914;G13910	stsMap.txt	SHGC-14914	MSD11		125490	HumArray1H3_Q32	RP11-2F21
RP11-759M17	HumArray1H5_O8	11	1468	0	0.087958	1.062865	0.016939	3		11q23								D11S4338;PPP2R1B	fishClones.txt	RP11-759M17	MSD37		127080	HumArray1H5_O8	RP11-759M17
RP11-262J9	HumArray1H3_Q33	11	1469	0	0.003353	1.002327	0.033706	3		11q22.3-11q23				4919				SHGC-31520;M28638.1	fishClones.txt	RP11-262J9	MSD11		127332	HumArray1H3_Q33	RP11-262J9
RP11-47N15	HumArray1H3_F22	11	1470	0	-0.133151	0.911838	0.020630	3	3	11q23.1-11q23.2				4935				SHGC-2090;Z24364	fishClones.txt	RP11-47N15	MSD6		127479	HumArray1H3_F22	RP11-47N15
CTD-2059P15C	HumArray1H5_O9	11	1471	0	0.049792	1.035116	0.023191	3	p13	11q23								CHLC.UTR_03275_S69899;DRD2	stsMap.txt	CHLC.UTR_03275_S69899	MSD37		128777	HumArray1H5_O9	CTD-2059P15C
RP11-5N6	HumArray1H3_Q34	11	1472	0	-0.047738	0.967452	0.035060	2	_S69899;DRD2	11q23.2								SHGC-37362	fishClones.txt	RP11-5N6	MSD11		128932	HumArray1H3_Q34	RP11-5N6
RP11-36M5	HumArray1H3_Q36	11	1473	0	-0.190826	0.876104	0.019164	3	S69899;DRD2	11q23.2								SHGC-2073	fishClones.txt	RP11-36M5	MSD11		129695	HumArray1H3_Q36	RP11-36M5
RP11-279M1	HumArray1H3_Q35	11	1474	0	-0.154728	0.898302	0.012088	3		11q23				5042				SHGC-36830;R44734	fishClones.txt	RP11-279M1	MSD11		130120	HumArray1H3_Q35	RP11-279M1
CTD-2222B22	HumArray1H5_G7	11	1475	0	-0.047941	0.967316	0.003786	3	11q23	11q23.1					373.56			SGC34343;PCSK7	stsMap.txt	RH52023	MSD31		133531	HumArray1H5_G7	CTD-2222B22
RP11-35P15	HumArray1H3_R1	11	1476	0	-0.005327	0.996315	0.024785	3	3	11q23				5190				SHGC-6010;G28999	fishClones.txt	RP11-35P15	MSD11		133778	HumArray1H3_R1	RP11-35P15
GS-415O24	HumArray1S1_D9	11	1477	0	0.030455	1.021334	0.009867	3	9	11q23  								RH75467	stsMap.txt	RH75467	MSD24		134582	HumArray1S1_D9	GS-415O24
RP11-45N4	HumArray1H3_R2	11	1478	0	-0.065105	0.955876	0.026614	2		11q23				5380				SHGC-37225;R95094	fishClones.txt	RP11-45N4	MSD11		134751	HumArray1H3_R2	RP11-45N4
RP11-62A14	HumArray1H3_R3	11	1479	0	-0.106181	0.929044	0.015501	3		11q23-11q24				5435				SHGC-3645;Z17001	fishClones.txt	RP11-62A14	MSD11		135744	HumArray1H3_R3	RP11-62A14
RP11-8K10	HumArray1H3_R4	11	1480	0	-0.068624	0.953547	0.055390	3	-11q24	11q23				5441				SHGC-13646;G13782	fishClones.txt	RP11-8K10	MSD11		136915	HumArray1H3_R4	RP11-8K10
RP11-94C16	HumArray1H3_F23	11	1481	0	-0.045297	0.969090	0.032922	3		11q23.2-11q23.3				5456				SHGC-20708;Z53045	stsMap.txt	AFMB004ZF9	MSD6		137215	HumArray1H3_F23	RP11-94C16
RP11-117K21	HumArray1H3_R5	11	1482	0	-0.010545	0.992717	0.024182	3	q23	11q23.3-11q24				5484				SHGC-32316;R33085	fishClones.txt	RP11-117K21	MSD11		137534	HumArray1H3_R5	RP11-117K21
RP11-133I16	HumArray1H3_R6	11	1483	0	-0.051669	0.964819	0.005606	3	4	11q23.3-11q24				5499				SHGC-380;Z17002	fishClones.txt	RP11-133I16	MSD11		138193	HumArray1H3_R6	RP11-133I16
RP11-126D18	HumArray1H3_R7	11	1484	0	-0.035438	0.975736	0.033226	3	11q24	11q23				5525				SHGC-36974;T86996	fishClones.txt	RP11-126D18	MSD11		138283	HumArray1H3_R7	RP11-126D18
RP11-145I11	HumArray1H3_R8	11	1485	0	-0.069495	0.952972	0.025805	2		11q23-11q24				5566				SHGC-2088;Z24225	fishClones.txt	RP11-145I11	MSD11		139253	HumArray1H3_R8	RP11-145I11
RP11-87O12	HumArray1H3_R10	11	1486	0	-0.095882	0.935700	0.014156	3		11q23-11q24				5601				SHGC-2096;Z24430	fishClones.txt	RP11-87O12	MSD11		141462	HumArray1H3_R10	RP11-87O12
RP11-35M6	HumArray1H3_R9	11	1487	0	-0.046433	0.968328	0.025190	3	3-11q24	11q24				5576				SHGC-35011;H72236	fishClones.txt	RP11-35M6	MSD11		141641	HumArray1H3_R9	RP11-35M6
RP11-15J15	HumArray1H3_F24	11	1488	0	-0.038452	0.973699	0.041653	3	q24	11q24				5684				SHGC-1011;Z17119	stsMap.txt	AFM248WF5	MSD6		144519	HumArray1H3_F24	RP11-15J15
RP11-20M1	HumArray1H3_R11	11	1489	0	-0.066674	0.954836	0.009070	3	-11q24	11q24				5701				SHGC-34972;H68235	fishClones.txt	RP11-20M1	MSD11		144875	HumArray1H3_R11	RP11-20M1
RP11-41K5	HumArray1H3_R12	11	1490	0	-0.042385	0.971048	0.030885	3	11q24	11q24				5733				SHGC-31257;H87212	stsMap.txt	RH52307	MSD11		145333	HumArray1H3_R12	RP11-41K5
RP11-112M22	HumArray1H3_R13	11	1491	0	-0.041395	0.971715	0.015379	3	q24	11q24				5761				SHGC-2094;Z24403	fishClones.txt	RP11-112M22	MSD11		146780	HumArray1H3_R13	RP11-112M22
RP11-7F12	HumArray1H3_F25	11	1492	0	0.009929	1.006906	0.014840	3	761	11q25				5866				SHGC-248;Z16688	stsMap.txt	RH1139	MSD6		150714	HumArray1H3_F25	RP11-7F12
RP11-17M17	HumArray1H3_R14	11	1493	0	-0.068560	0.953589	0.031447	3	q24	11q25				5957				SHGC-4808;L18725.1	fishClones.txt	RP11-17M17	MSD11		151693	HumArray1H3_R14	RP11-17M17
RP11-27H17	HumArray1H3_R15	11	1494	0	-0.099676	0.933242	0.042529	3	5957	11q25				5996				SHGC-34635;R97828	INTERPOL_G3		MSD11		152134	HumArray1H3_R15	RP11-27H17
RP1-26N8	HumArray1S1_C17	11	1495	0	0.015918	1.011094	0.004789	3		11 q tel								11 q tel	TELOMERE		MSD35		160000	HumArray1S1_C17	RP1-26N8
GS1-124K20	HumArray1S1_C18	12	1496	0	-0.085485	0.942467	0.070338	3	el	12 p tel								12 p tel	TELOMERE		MSD35		0	HumArray1S1_C18	GS1-124K20
RP11-110K11	HumArray1H4_Q34	12	1497	0	-0.045515	0.968944	0.015329	3	23	12p13.2-12p13.3				27				SHGC-9936;AF007135.1	fishClones.txt	RP11-110K11	MSD22		162	HumArray1H4_Q34	RP11-110K11
RP11-24N12	HumArray1H4_P5	12	1498	0	0.112531	1.081123	0.045250	3	3.2-12p13.3	12p13.3				171				SHGC-32621;H91326	fishClones.txt	RP11-24N12	MSD22		3443	HumArray1H4_P5	RP11-24N12
CTC-298G6	HumArray1S1_B10	12	1499	0	-0.048881	0.966686	0.022432	3	.3	12p13  								M90813;SHGC-10951	fishClones.txt	SHGC-10951	MSD24		4474	HumArray1S1_B10	CTC-298G6
RP11-74M9	HumArray1H4_R12	12	1500	0	-0.064631	0.956190	0.017120	3		12p13.3				255				D13639;SHGC-10951	fishClones.txt	RP11-74M9	MSD22		4474	HumArray1H4_R12	RP11-74M9
CTD-2058B1	HumArray1H5_D22	12	1501	0	-0.013239	0.990866	0.005550	3	2p13.3	12p13.3				255	25.03	61.1		Ccnd2;M90813	fishClones.txt	CTD-2058B1	MSD31		4488	HumArray1H5_D22	CTD-2058B1
RP11-272L6	HumArray1H4_R22	12	1502	0	0.017107	1.011928	0.002982	3	.03					270				SHGC-2126;Z23811	stsMap.txt	RH31548	MSD23		5586	HumArray1H4_R22	RP11-272L6
RP11-166G2	HumArray1H4_S12	12	1503	0	0.051827	1.036577	0.009052	3	p13.3	12p13				323				SHGC-20727;Z53644	fishClones.txt	RP11-166G2	MSD23		6128	HumArray1H4_S12	RP11-166G2
RP11-59H1	HumArray1H5_P21	12	1504	1				0						722				SHGC-2536;H04576	fishClones.txt	RP11-59H1	MSD37		14262	HumArray1H5_P21	RP11-59H1
RP11-96K24	HumArray1H4_Q28	12	1505	0	-0.177143	0.884453	0.010568	3	3.3	12p13.1				750				SHGC-2154;Z24574	fishClones.txt	RP11-96K24	MSD22		15040	HumArray1H4_Q28	RP11-96K24
RP11-174L5	HumArray1H4_S13	12	1506	0	0.080748	1.057566	0.022111	3	3.3	12p12.3				802				SHGC-9278;G11065	fishClones.txt	RP11-174L5	MSD23		16319	HumArray1H4_S13	RP11-174L5
RP11-233G1	HumArray1H4_R21	12	1507	0	-0.092024	0.938206	0.010892	3						812				SHGC-12871;L20688.1	stsMap.txt	WI-7868	MSD23		16570	HumArray1H4_R21	RP11-233G1
CTD-2027F9	HumArray1H5_G29	12	1508	0	0.033516	1.023504	0.019695	3		12p12.3					69.91			U12535;EPS8	MANUAL	U12535	MSD32		17546	HumArray1H5_G29	CTD-2027F9
RP11-206D16	HumArray1H4_S16	12	1509	0	0.083315	1.059449	0.002401	2	.3	12p12				983				SHGC-15979;T66837	fishClones.txt	RP11-206D16	MSD23		20309	HumArray1H4_S16	RP11-206D16
RP11-85G7	HumArray1H4_Q21	12	1510	0	-0.006515	0.995494	0.023337	3	13.3	12p12.3-12p13.1				979				SHGC-8834;G14349	fishClones.txt	RP11-85G7	MSD22		20392	HumArray1H4_Q21	RP11-85G7
RP11-49G2	HumArray1H4_P14	12	1511	0	0.156075	1.114251	0.098899	2	3-12p13.1					1154				SHGC-12597;L43494.1	fishClones.txt	SHGC-12597	MSD22		24368	HumArray1H4_P14	RP11-49G2
RP11-64J22	HumArray1H4_U4	12	1512	0	-0.060071	0.959217	0.020666	3	2p13.1	12p12				1245				SHGC-20743;Z51029	fishClones.txt	RP11-64J22	MSD23		28605	HumArray1H4_U4	RP11-64J22
GS-490C21	HumArray1S1_C8	12	1513	0	-0.071443	0.951685	0.050818	3	29	12p12.1  								RH68137	refflat.txt	SSPN	MSD24		29056	HumArray1S1_C8	GS-490C21
RP11-53C3	HumArray1H4_W1	12	1514	0	0.032043	1.022459	1000000.000000	1	2p13.1	12p12.1				1261				SHGC-12564;D26350	fishClones.txt	RP11-53C3	MSD23		29072	HumArray1H4_W1	RP11-53C3
RP11-64N21	HumArray1H5_P19	12	1515	0	0.162305	1.119074	0.022283	3	12.1					1299				SHGC-5947;G10964	fishClones.txt	RP11-64N21	MSD37		30143	HumArray1H5_P19	RP11-64N21
RP11-100P18	HumArray1H4_Q31	12	1516	0	-0.002839	0.998034	0.016033	3	3.1	12p11.2				1415				SHGC-246;Z16641	fishClones.txt	RP11-100P18	MSD22		32946	HumArray1H4_Q31	RP11-100P18
RP11-78F16	HumArray1H5_P15	12	1517	0	0.109281	1.078691	0.009945	3	12p11.2					1438				SHGC-8741;G11026	fishClones.txt	RP11-78F16	MSD37		33570	HumArray1H5_P15	RP11-78F16
RP11-73I12	HumArray1H4_R8	12	1518	0	-0.109444	0.926945	0.036251	3	2	12p11.2				1453				SHGC-2727;G10933	fishClones.txt	RP11-73I12	MSD22		34130	HumArray1H4_R8	RP11-73I12
RP11-56J24	HumArray1H4_V4	12	1519	0	-0.017770	0.987758	0.020158	3	11.2	12p11.2				1466				SHGC-1349;G07455	stsMap.txt	SHGC-1349	MSD23		35155	HumArray1H4_V4	RP11-56J24
RP11-38F11	HumArray1H4_P10	12	1520	0	0.162782	1.119444	0.087752	3		12p11.2				1515				SHGC-9423;G11081	fishClones.txt	RP11-38F11	MSD22		36851	HumArray1H4_P10	RP11-38F11
RP11-29G23	HumArray1H4_P7	12	1521	0	0.072769	1.051733	0.074290	3	2	12q12				1728				SHGC-33633;T85286	fishClones.txt	SHGC-33633	MSD22		50446	HumArray1H4_P7	RP11-29G23
CTD-2043O8	HumArray1H5_G28	12	1522	0	0.038514	1.027055	0.026301	3	2	12q12-12q13					215.68			WIAF-945;CCNT1	refflat.txt	CCNT1	MSD32		55155	HumArray1H5_G28	CTD-2043O8
RP11-270J9	HumArray1H4_R24	12	1523	0	-0.009227	0.993625	0.010263	3	12-12q13					1925				SHGC-37064;T65738	stsMap.txt	RH38159	MSD23		55221	HumArray1H4_R24	RP11-270J9
GS-400H17	HumArray1S1_B5	12	1524	0	-0.047951	0.967309	0.007581	3		12q13  								X03072	refflat.txt	WNT1	MSD24		55525	HumArray1S1_B5	GS-400H17
RP11-25K5	HumArray1H4_P6	12	1525	0	0.185056	1.136861	0.013969	3	.1	12p12-12p13				1953				SHGC-33198;T61431	fishClones.txt	RP11-25K5	MSD22		56033	HumArray1H4_P6	RP11-25K5
RP11-112M10	HumArray1H4_Q35	12	1526	0	-0.078886	0.946789	0.044566	3		12q13.2				2065				SHGC-10833;Z21966	INTERPOL_G3		MSD22		58246	HumArray1H4_Q35	RP11-112M10
RP11-32K17	HumArray1H4_P13	12	1527	0	0.057428	1.040609	0.028756	3	p13	12q13				2097				SHGC-2139;Z24200	fishClones.txt	RP11-32K17	MSD22		58930	HumArray1H4_P13	RP11-32K17
RP11-88M8	HumArray1H4_Q22	12	1528	0	0.013918	1.009694	0.010707	3	p13	12q13.2				2128				SHGC-2157;Z24632	fishClones.txt	RP11-88M8	MSD22		59527	HumArray1H4_Q22	RP11-88M8
RP11-74I8	HumArray1H4_R7	12	1529	0	0.000313	1.000217	0.021604	3	q13.2	12q13				2140				SHGC-35512;L42611.1	stsMap.txt	RH52648	MSD22		59757	HumArray1H4_R7	RP11-74I8
RP11-97N16	HumArray1H4_Q30	12	1530	0	0.006706	1.004659	0.020234	3	3.3	12q13.2-12q13.3				2155				SHGC-9890;AF019084.1	stsMap.txt	UTR-9890	MSD22		59932	HumArray1H4_Q30	RP11-97N16
RP11-101H10	HumArray1H4_Q32	12	1531	0	-0.111300	0.925754	0.002696	3	.3	12q13.2				2200				SHGC-37389;N49729	fishClones.txt	RP11-101H10	MSD22		61006	HumArray1H4_Q32	RP11-101H10
RP11-132H4	HumArray1H4_R3	12	1532	0	-0.055654	0.962158	0.033523	3	q13.2	12q13				2217				SHGC-2124;Z23703	fishClones.txt	RP11-132H4	MSD22		61571	HumArray1H4_R3	RP11-132H4
CTD-2042H22	HumArray1H5_D23	12	1533	0	0.017882	1.012472	0.008551	3	3	12q13.3					247.48			sts-M34309;ERBB3	refflat.txt	ERBB3	MSD31		63855	HumArray1H5_D23	CTD-2042H22
RP11-39G24	HumArray1H4_P11	12	1534	0	-0.051718	0.964787	0.015497	3	3	12q13-12q14				2428				SHGC-9216;G11061	fishClones.txt	RP11-39G24	MSD22		65600	HumArray1H4_P11	RP11-39G24
GS-561N1	HumArray1S1_C5	12	1535	0	-0.055052	0.962560	0.017598	3		12q13-q14  								RH32202	stsMap.txt	RH32202	MSD24		66952	HumArray1S1_C5	GS-561N1
RP11-276L24	HumArray1H4_R23	12	1536	0	0.008753	1.006085	0.012518	3	14	12q14.1				2496				SHGC-222;Z16592	fishClones.txt	RP11-276L24	MSD23		68887	HumArray1H4_R23	RP11-276L24
RP11-97A6	HumArray1H4_Q29	12	1537	0	-0.119316	0.920624	0.031223	3	4.1	12q14				2582				SHGC-15985;T66889	fishClones.txt	RP11-97A6	MSD22		71122	HumArray1H4_Q29	RP11-97A6
RP11-263K23	HumArray1H4_R16	12	1538	0	0.030823	1.021594	0.014192	3						2619				SHGC-9722;L25615.1	stsMap.txt	RH2040	MSD23		71238	HumArray1H4_R16	RP11-263K23
RP11-220L3	HumArray1H4_S19	12	1539	0	0.037003	1.025980	0.022174	3		12q14-12q15				2658				SHGC-34784;H57339	fishClones.txt	RP11-220L3	MSD23		71680	HumArray1H4_S19	RP11-220L3
RP11-61P1	HumArray1H4_V1	12	1540	0	0.105116	1.075581	0.021423	3	q14-12q15	12q14				2606				SHGC-2127;Z23819	fishClones.txt	RP11-61P1	MSD23		72114	HumArray1H4_V1	RP11-61P1
RP11-196H14	HumArray1H4_S15	12	1541	0	-0.019563	0.986532	0.034043	3	.3	12q14-12q15				2664				SHGC-32073;T65054	fishClones.txt	RP11-196H14	MSD23		72628	HumArray1H4_S15	RP11-196H14
RP11-109L8	HumArray1H4_Q33	12	1542	0	0.006768	1.004702	0.011952	3		12q15				2739				SHGC-34947;H64538	stsMap.txt	RH52873	MSD22		74622	HumArray1H4_Q33	RP11-109L8
RP11-18B8	HumArray1H5_P23	12	1543	0	0.132041	1.095843	0.015900	3	39					2701				SHGC-36877;R55809	INTERPOL_G3		MSD37		74865	HumArray1H5_P23	RP11-18B8
RP11-184C7	HumArray1H4_S14	12	1544	0	0.075846	1.053979	0.020071	3		12q15-12q21.1				2755				SHGC-5883;G14103	fishClones.txt	RP11-184C7	MSD23		75482	HumArray1H4_S14	RP11-184C7
RP11-16M7	HumArray1H4_P16	12	1545	0	0.034441	1.024160	0.038134	3		12q15				2684				SHGC-35771;Z12173	stsMap.txt	RH37782	MSD22		77156	HumArray1H4_P16	RP11-16M7
RP11-5J6	HumArray1H4_P21	12	1546	0	0.057552	1.040698	0.016998	3	q15-12q21.1	12q15				2819				SHGC-3797;Z17074	fishClones.txt	RP11-5J6	MSD22		78966	HumArray1H4_P21	RP11-5J6
CTB-82N15	HumArray1S1_A13	12	1547	0	-0.052343	0.964369	0.033925	3		12q14.3-q15  								M92424;GDB:371587	refflat.txt	MDM2	MSD25		79805	HumArray1S1_A13	CTB-82N15
CTB-136O14	HumArray1H5_O10	12	1548	0	0.041355	1.029080	0.013204	3	.3-q15  	12q14								mdm2;GDB:371587	refflat.txt	MDM2	MSD37		79805	HumArray1H5_O10	CTB-136O14
RP11-15L3	HumArray1H5_P16	12	1549	0	-0.057174	0.961145	0.022376	3						2881				SHGC-33073;T52510	fishClones.txt	RP11-15L3	MSD37		80696	HumArray1H5_P16	RP11-15L3
RP11-92P22	HumArray1H4_Q26	12	1550	0	-0.113490	0.924349	0.011552	3	21.1	12q21				3017				SHGC-35465;U16307.1	fishClones.txt	RP11-92P22	MSD22		85510	HumArray1H4_Q26	RP11-92P22
RP11-96F19	HumArray1H4_Q27	12	1551	0	-0.153527	0.899050	0.026844	3	3	12q21.1-12q21.2				3063				SHGC-2142;Z24221	fishClones.txt	RP11-96F19	MSD22		89428	HumArray1H4_Q27	RP11-96F19
RP11-230I13	HumArray1H4_S20	12	1552	0	0.107789	1.077575	0.011807	3		12q21.2-2q21.2				3175				SHGC-12854;M55047.1	fishClones.txt	RP11-230I13	MSD23		92200	HumArray1H4_S20	RP11-230I13
RP11-114G18	HumArray1H4_Q36	12	1553	0	-0.103174	0.930982	0.018217	2	2-2q21.2	12q21.31				3269				SHGC-1053;Z17181	fishClones.txt	RP11-114G18	MSD22		94183	HumArray1H4_Q36	RP11-114G18
CTD-2017D5	HumArray1H5_G32	12	1554	0	-0.007604	0.994743	0.006631	3	31	12q21.3					357.5			WI-14395;DUSP6	fishClones.txt	CTD-2017D5	MSD32		103456	HumArray1H5_G32	CTD-2017D5
